"category","register","size","datatype","description_en","description_de","ha_sensor_name","unit","min_max","display_code","scaling_factor","source","rw_spec","rw_implemented"
"Service","513","1","uint16","Service notification (0=None; 1=Service A; 2=Service B; 3=Service C; 4=Custom; 5=Service D)","Wartungsmeldung (0=Keine; 1=Wartung A; 2=Wartung B; 3=Wartung C; 4=Benutzerdefiniert; 5=Wartung D)","service_notification","","0-65535","mdi:wrench","","GTW-08 spec","R","R"
"Service","514","1","uint16","Hours producing since service","Betriebsstunden seit Wartung","hours_producing_since_service","h","0-65535","mdi:clock-alert-outline","2","GTW-08 spec","R","R"
"Service","515","1","uint16","Hours since service","Stunden seit Wartung","hours_since_service","h","0-65535","mdi:clock-alert-outline","2","GTW-08 spec","R","R"
"Service","516","2","uint32","Starts since service","Erzeugerstarts seit Wartung","starts_since_service","","0-4294967295","mdi:counter","","GTW-08 spec","R","R"
"Service","531","1","uint16","Error present","Fehler vorhanden","error_present","","0-65535","","","GTW-08 spec","R","R"
"Service","532","1","uint16","Board 1 error code","Leiterplatte 1 Fehlercode","board1_error_code","","0-65535","mdi:alert-circle-outline","","German parameter list","R","R"
"Service","533","1","uint16","Board 1 error severity (0=Locking; 3=Blocking; 6=Warning; 255=No error)","Leiterplatte 1 Fehlerschwere (0=Verriegelt; 3=Gesperrt; 6=Warnung; 255=Kein Fehler)","board1_error_severity","","0-65535","mdi:alert-circle-outline","","German parameter list","R","R"
"Service","534","1","uint16","Board 2 error code","Leiterplatte 2 Fehlercode","board2_error_code","","0-65535","mdi:alert-circle-outline","","German parameter list","R","R"
"Service","535","1","uint16","Board 2 error severity (0=Locking; 3=Blocking; 6=Warning; 255=No error)","Leiterplatte 2 Fehlerschwere (0=Verriegelt; 3=Gesperrt; 6=Warnung; 255=Kein Fehler)","board2_error_severity","","0-65535","mdi:alert-circle-outline","","German parameter list","R","R"
"Service","536","1","uint16","Board 3 error code","Leiterplatte 3 Fehlercode","board3_error_code","","0-65535","mdi:alert-circle-outline","","German parameter list","R","R"
"Service","537","1","uint16","Board 3 error severity (0=Locking; 3=Blocking; 6=Warning; 255=No error)","Leiterplatte 3 Fehlerschwere (0=Verriegelt; 3=Gesperrt; 6=Warnung; 255=Kein Fehler)","board3_error_severity","","0-65535","mdi:alert-circle-outline","","German parameter list","R","R"
"Service","538","1","uint16","Board 4 error code","Leiterplatte 4 Fehlercode","board4_error_code","","0-65535","mdi:alert-circle-outline","","German parameter list","R","R"
"Service","539","1","uint16","Board 4 error severity (0=Locking; 3=Blocking; 6=Warning; 255=No error)","Leiterplatte 4 Fehlerschwere (0=Verriegelt; 3=Gesperrt; 6=Warnung; 255=Kein Fehler)","board4_error_severity","","0-65535","mdi:alert-circle-outline","","German parameter list","R","R"
"Zones - Parameters","640","1","uint16","Zone 1 type (0=Not present; 1=CH only; 2=CH and cooling; 3=DHW; 4=Process heat; 5=Swimming pool; 254=Other)","Heizkreis 1 Typ (0=Nicht vorhanden; 1=Nur Heizung; 2=Heizung + Kühlung; 3=Warmwasser; 4=Prozesswärme; 5=Schwimmbad; 254=Sonstige)","zone1_zone_type","","0-65535","mdi:information-outline","","German parameter list","R","R"
"Zones - Parameters","641","1","uint16","Zone 1 function (0=Disabled; 1=Direct; 2=Mixing circuit; 3=Swimming pool; 4=High temperature; 5=Fan convector; 6=DHW tank; 7=Electrical DHW; 8=Time program; 9=Process heat; 10=DHW layered; 11=DHW internal tank; 12=DHW commercial tank; 13=Occupied; 254=DHW primary)","Heizkreis 1 Funktion (0=Deaktiviert; 1=Direkt; 2=Mischkreis; 3=Schwimmbad; 4=Hochtemperatur; 5=Gebläsekonvektor; 6=Warmwasserspeicher; 7=Elektrische Warmwasserbereitung; 8=Zeitprogramm; 9=Prozesswärme; 10=Warmwasser geschichtet; 11=Interner Warmwasserspeicher; 12=Gewerblicher Warmwasserspeicher; 13=Belegt; 254=TWW primär)","zone1_function","","0-65535","mdi:information-outline","","GTW-08 spec","R","R"
"Zones - Parameters","645","1","uint16","Zone 1 device type","Heizkreis 1 Gerätetyp","zone1_device_type","","0-65535","mdi:developer-board","","GTW-08 spec","R","R"
"Zones - Parameters","648","1","uint16","Zone 1 fixed flow setpoint","Heizkreis 1 Vorlaufsollwert (fest)","zone1_fixed_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Parameters","649","1","uint16","Zone 1 control mode (0=Scheduling; 1=Manual; 2=Off)","Heizkreis 1 Steuerungsmodus (0=Zeitprogramm; 1=Manuell; 2=Aus)","zone1_control_mode","","0-65535","mdi:cog","","GTW-08 spec","R/W","R"
"Zones - Parameters","650","1","uint16","Zone 1 comfort setpoint 1","Heizkreis 1 Komfortsollwert 1","zone1_comfort_setpoint_1","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","651","1","uint16","Zone 1 comfort setpoint 2","Heizkreis 1 Komfortsollwert 2","zone1_comfort_setpoint_2","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","652","1","uint16","Zone 1 comfort setpoint 3","Heizkreis 1 Komfortsollwert 3","zone1_comfort_setpoint_3","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","653","1","uint16","Zone 1 comfort setpoint 4","Heizkreis 1 Komfortsollwert 4","zone1_comfort_setpoint_4","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","654","1","uint16","Zone 1 comfort setpoint 5","Heizkreis 1 Komfortsollwert 5","zone1_comfort_setpoint_5","°C","0-65535","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","655","1","uint16","Zone 1 night setback","Heizkreis 1 Nachtabsenkung","zone1_night_setback","°C","0-65535","mdi:weather-night","0.1","German parameter list","R/W","R"
"Zones - Parameters","656","1","uint16","Zone 1 cooling setpoint 1","Heizkreis 1 Kühlsollwert 1","zone1_cooling_room_setpoint_1","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","657","1","uint16","Zone 1 cooling setpoint 2","Heizkreis 1 Kühlsollwert 2","zone1_cooling_room_setpoint_2","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","658","1","uint16","Zone 1 cooling setpoint 3","Heizkreis 1 Kühlsollwert 3","zone1_cooling_room_setpoint_3","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","659","1","uint16","Zone 1 cooling setpoint 4","Heizkreis 1 Kühlsollwert 4","zone1_cooling_room_setpoint_4","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","660","1","uint16","Zone 1 cooling setpoint 5","Heizkreis 1 Kühlsollwert 5","zone1_cooling_room_setpoint_5","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","661","1","uint16","Zone 1 cooling night setback","Heizkreis 1 Kühlung Nachtabsenkung","zone1_cooling_night_setback","°C","0-65535","mdi:snowflake-thermometer","0.1","German parameter list","R/W","R"
"Zones - Parameters","662","1","uint16","Zone 1 holiday setpoint","Heizkreis 1 Feriensollwert","zone1_holiday_setpoint","°C","0-65535","mdi:beach","0.1","German parameter list","R/W","R"
"Zones - Parameters","663","1","uint16","Zone 1 temporary setpoint","Heizkreis 1 Temporärer Sollwert","zone1_temporary_setpoint","°C","0-65535","mdi:clock-fast","0.1","German parameter list","R/W","R"
"Zones - Parameters","664","1","uint16","Zone 1 room setpoint (manual)","Heizkreis 1 Raumsollwert (manuell)","zone1_room_setpoint_manual","°C","0-65535","","0.1","GTW-08 spec","R","R"
"Zones - Parameters","665","1","uint16","Zone 1 DHW comfort setpoint","Heizkreis 1 TWW Komfortsollwert","zone1_dhw_comfort_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","666","1","uint16","Zone 1 DHW reduced setpoint","Heizkreis 1 TWW Reduzierter Sollwert","zone1_dhw_reduced_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","667","1","uint16","Zone 1 DHW holiday setpoint","Heizkreis 1 TWW Feriensollwert","zone1_dhw_holiday_setpoint","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","668","1","uint16","Zone 1 DHW anti-legionella setpoint","Heizkreis 1 TWW Anti-Legionellen-Sollwert","zone1_dhw_antilegionella_setpoint","°C","0-65535","mdi:bacteria-outline","0.01","German parameter list","R/W","R"
"Zones - Parameters","669","1","uint16","Zone 1 swimming pool setpoint","Heizkreis 1 Schwimmbad-Sollwert","zone1_swimming_pool_setpoint","°C","0-65535","mdi:pool-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","670","1","uint16","Zone 1 process heat setpoint","Heizkreis 1 Prozesswärme-Sollwert","zone1_process_heat_setpoint","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","671","1","uint16","Zone 1 heating control strategy (0=Automatic; 1=Room control; 2=Weather-compensated; 3=Weather-compensated + room)","Heizkreis 1 Regelstrategie (0=Automatisch; 1=Raumregelung; 2=Witterungsgeführt; 3=Witterungsgeführt + Raum)","zone1_heating_control_strategy","","0-65535","mdi:strategy","","German parameter list","R/W","R"
"Zones - Parameters","672","1","uint16","Zone 1 max flow setpoint","Heizkreis 1 Max. Vorlaufsollwert","zone1_max_flow_setpoint","°C","0-65535","mdi:thermometer-chevron-up","0.01","German parameter list","R/W","R"
"Zones - Parameters","673","1","uint16","Zone 1 cooling mixing circuit setpoint","Heizkreis 1 Kühlsollwert Mischkreis","zone1_cooling_mixing_setpoint","°C","0-65535","mdi:snowflake-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","674","1","uint16","Zone 1 heating curve gradient","Heizkreis 1 Heizkurve Steilheit","zone1_heating_curve_gradient","","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","675","1","uint16","Zone 1 heating curve footpoint","Heizkreis 1 Heizkurve Fußpunkt","zone1_heating_curve_footpoint","°C","0-65535","mdi:chart-line","0.1","GTW-08 spec","R","R"
"Zones - Parameters","676","1","uint16","Zone 1 heating curve footpoint night","Heizkreis 1 Heizkurve Fußpunkt Nacht","zone1_heating_curve_footpoint_night","°C","0-65535","mdi:chart-line","0.1","German parameter list","R/W","R"
"Zones - Parameters","677","1","uint16","Zone 1 max preheat time","Heizkreis 1 Max. Vorheizzeit","zone1_max_preheat_time","min","0-65535","mdi:clock-start","","German parameter list","R/W","R"
"Zones - Parameters","678","1","uint16","Zone 1 mixing valve shift","Heizkreis 1 Mischventil Verschiebung","zone1_mixing_valve_shift","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","679","1","uint16","Zone 1 mixing valve bandwidth","Heizkreis 1 Mischventil Bandbreite","zone1_mixing_valve_bandwidth","°C","0-65535","mdi:valve","0.01","German parameter list","R/W","R"
"Zones - Parameters","680","1","uint16","Zone 1 DHW hysteresis","Heizkreis 1 TWW Hysterese","zone1_dhw_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","681","1","uint16","Zone 1 DHW calorifier offset","Heizkreis 1 TWW Speicher Verschiebung","zone1_dhw_calorifier_offset","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","682","1","uint16","Zone 1 DHW calorifier setpoint raise","Heizkreis 1 TWW Speicher Sollwertanhebung","zone1_dhw_calorifier_raise","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","683","1","uint16","Zone 1 process heat hysteresis","Heizkreis 1 Prozesswärme Hysterese","zone1_process_heat_hysteresis","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","684","1","uint16","Zone 1 process heat offset","Heizkreis 1 Prozesswärme Verschiebung","zone1_process_heat_offset","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","685","1","uint16","Zone 1 process heat calorifier raise","Heizkreis 1 Prozesswärme Sollwertanhebung","zone1_process_heat_calorifier_raise","°C","0-65535","mdi:fire","0.01","German parameter list","R/W","R"
"Zones - Parameters","686","1","uint16","Zone 1 DHW calorifier hysteresis","Heizkreis 1 TWW Speicher Hysterese","zone1_dhw_calorifier_hysteresis","°C","0-65535","mdi:water-thermometer","0.01","German parameter list","R/W","R"
"Zones - Parameters","687","1","uint16","Zone 1 pump post-run","Heizkreis 1 Pumpennachlauf","zone1_pump_post_run","min","0-65535","mdi:pump","","German parameter list","R/W","R"
"Zones - Parameters","688","1","uint16","Zone 1 time program (0=Time program 1; 1=Time program 2; 2=Time program 3)","Heizkreis 1 Zeitprogramm (0=Zeitprogramm 1; 1=Zeitprogramm 2; 2=Zeitprogramm 3)","zone1_time_program_selected","","0-65535","mdi:clock-outline","","German parameter list","R/W","R"
"Zones - Measurements","1100","1","int16","Zone 1 flow temperature","Heizkreis 1 Vorlauftemperatur","zone1_flow_temp","°C","-32768-32767","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","1101","1","uint16","Zone 1 flow setpoint","Heizkreis 1 Temperatursollwert","zone1_flow_setpoint","°C","0-65535","","0.01","GTW-08 spec","R","R"
"Zones - Measurements","1102","1","int16","Zone 1 room setpoint","Heizkreis 1 Raumtemperatursollwert","zone1_room_setpoint","°C","-32768-32767","","0.1","GTW-08 spec","R","R"
"Zones - Measurements","1103","1","int16","Zone 1 outdoor temperature","Heizkreis 1 Außentemperatur","zone1_outside_temp","°C","-32768-32767","","0.01","German parameter list","R","R"
"Zones - Measurements","1104","1","int16","Zone 1 room temperature","Heizkreis 1 Raumtemperatur","zone1_room_temp","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R","R"
"Zones - Measurements","1105","1","int16","Zone 1 room temperature measured","Heizkreis 1 Raumtemperatur gemessen","zone1_room_temp_measured","°C","-32768-32767","mdi:home-thermometer","0.1","German parameter list","R/W","R"
"Zones - Measurements","1106","1","bool","Zone 1 heat demand","Heizkreis 1 Wärmeanforderung","zone1_heat_demand","","0-1","","","German parameter list","R","R"
"Zones - Measurements","1107","1","uint16","Zone 1 activity (0=Off; 1=Eco; 2=Comfort; 3=Anti-legionella)","Heizkreis 1 Einstellung (0=Aus; 1=Eco; 2=Komfort; 3=Anti-Legionellen)","zone1_activity","","0-65535","mdi:thermostat","","GTW-08 spec","R","R"
"Zones - Measurements","1108","1","uint16","Zone 1 operating mode (0=Scheduling; 1=Manual; 2=Off; 3=Temporary)","Heizkreis 1 Betriebsart (0=Zeitprogramm; 1=Manuell; 2=Aus; 3=Temporär)","zone1_operating_mode","","0-65535","mdi:cog","","GTW-08 spec","R","R"
"Zones - Measurements","1109","1","uint16","Zone 1 heating mode (0=Standby; 1=Heating; 2=Cooling)","Heizkreis 1 Heizmodus (0=Standby; 1=Heizen; 2=Kühlen)","zone1_heating_mode","","0-65535","mdi:thermostat","","German parameter list","R","R"
"Zones - Measurements","1110","1","bool","Zone 1 pump","Heizkreis 1 Pumpe","zone1_pump","","0-1","","","GTW-08 spec","R","R"
"Zones - Measurements","1111","1","bool","Zone 1 flow measurement","Heizkreis 1 Vorlaufmessung","zone1_flow_measurement","","0-1","mdi:thermometer-check","","GTW-08 spec","R","R"
